,state,date,trend,trend_std,ts_cluster,ts_cluster_name
0,Alabama,2020-03-01,-0.008120450631508347,-1.3786167680998345,0,upward trend
1,Alabama,2020-03-02,-0.016977236056087253,-1.3787034603553812,0,upward trend
2,Alabama,2020-03-03,-0.028630122856527,-1.3788175214951663,0,upward trend
3,Alabama,2020-03-04,-0.03789470793686922,-1.3789082053876642,0,upward trend
4,Alabama,2020-03-05,-0.04620163946770872,-1.378989515546662,0,upward trend
5,Alabama,2020-03-06,-0.04533310565193038,-1.3789810141376408,0,upward trend
6,Alabama,2020-03-07,-0.023482789195079068,-1.378767138207803,0,upward trend
7,Alabama,2020-03-08,0.03457171846113205,-1.3781988873162994,0,upward trend
8,Alabama,2020-03-09,0.14865934441119655,-1.3770821713579182,0,upward trend
9,Alabama,2020-03-10,0.35232203534367845,-1.375088674033408,0,upward trend
10,Alabama,2020-03-11,0.708844605330023,-1.3715989490074785,0,upward trend
11,Alabama,2020-03-12,1.3264772444827642,-1.365553418488149,0,upward trend
12,Alabama,2020-03-13,2.349410270333454,-1.3555407144388716,0,upward trend
13,Alabama,2020-03-14,3.8126463420988577,-1.341218222769752,0,upward trend
14,Alabama,2020-03-15,5.714822821070367,-1.3225992813022993,0,upward trend
15,Alabama,2020-03-16,8.024892185663868,-1.2999877903283508,0,upward trend
16,Alabama,2020-03-17,10.924126473817523,-1.2716094173917076,0,upward trend
17,Alabama,2020-03-18,14.539798248020336,-1.2362183893385157,0,upward trend
18,Alabama,2020-03-19,18.992527604160774,-1.1926340488901404,0,upward trend
19,Alabama,2020-03-20,24.18919698156437,-1.141767852176418,0,upward trend
20,Alabama,2020-03-21,30.457701102861968,-1.08041029013463,0,upward trend
21,Alabama,2020-03-22,38.348501266714,-1.003173320796452,0,upward trend
22,Alabama,2020-03-23,48.46743113799867,-0.9041269047201821,0,upward trend
23,Alabama,2020-03-24,60.901151342252156,-0.7824227877442175,0,upward trend
24,Alabama,2020-03-25,74.962059920353,-0.6447913762064126,0,upward trend
25,Alabama,2020-03-26,87.26751761371011,-0.5243427222273089,0,upward trend
26,Alabama,2020-03-27,95.64102150931066,-0.44238093759102265,0,upward trend
27,Alabama,2020-03-28,101.22036483706327,-0.3877690401174426,0,upward trend
28,Alabama,2020-03-29,105.65350344297428,-0.34437645844426895,0,upward trend
29,Alabama,2020-03-30,110.04836734931268,-0.3013585183455785,0,upward trend
30,Alabama,2020-03-31,115.6465171785088,-0.24656253850453405,0,upward trend
31,Alabama,2020-04-01,125.35363989875616,-0.15154698566614208,0,upward trend
32,Alabama,2020-04-02,138.0047086560899,-0.027715410994966768,0,upward trend
33,Alabama,2020-04-03,151.95082755408941,0.10879241271673394,0,upward trend
34,Alabama,2020-04-04,165.44695886528152,0.24089565429188245,0,upward trend
35,Alabama,2020-04-05,180.92791020498592,0.39242677143106874,0,upward trend
36,Alabama,2020-04-06,197.60501868077046,0.5556661501057953,0,upward trend
37,Alabama,2020-04-07,214.2796138006216,0.7188809274737935,0,upward trend
38,Alabama,2020-04-08,229.00533114699047,0.8630196403478678,0,upward trend
39,Alabama,2020-04-09,238.91787532611198,0.9600459057364458,0,upward trend
40,Alabama,2020-04-10,242.1061511138876,0.9912534834406905,0,upward trend
41,Alabama,2020-04-11,241.21761187674545,0.9825562567475976,0,upward trend
42,Alabama,2020-04-12,236.11289935792217,0.9325901549442926,0,upward trend
43,Alabama,2020-04-13,226.4462938474249,0.8379711938864747,0,upward trend
44,Alabama,2020-04-14,215.4025044488583,0.7298720397522785,0,upward trend
45,Alabama,2020-04-15,205.69731319532602,0.6348753925549308,0,upward trend
46,Alabama,2020-04-16,197.12832418395092,0.551000154583162,0,upward trend
47,Alabama,2020-04-17,192.03573444747497,0.501152713365477,0,upward trend
48,Alabama,2020-04-18,190.71243193166612,0.4881999235702318,0,upward trend
49,Alabama,2020-04-19,193.10699847396188,0.5116384923801202,0,upward trend
50,Alabama,2020-04-20,197.99771892730487,0.5595099905618774,0,upward trend
51,Alabama,2020-04-21,203.3704522112557,0.6120995413422562,0,upward trend
